Company Name,Rating,Good Reviews,Bad Reviews,Salaries
AIG Business Solution,3.3,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",330
Liyaans Properties,4.8,"Company Culture, Work Life Balance, Work Satisfaction",,57
Chromewell Engineering,3.8,,Promotions / Appraisal,714
Lamprell,4.0,,"Promotions / Appraisal, Job Security, Company Culture",356
Umang Dairies,3.8,Work Life Balance,Promotions / Appraisal,513
Filo,3.4,,"Promotions / Appraisal, Job Security, Salary & Benefits",573
Indian Council of Agricultural Research,3.8,Work Life Balance,"Promotions / Appraisal, Job Security",560
Amalgam Steel,3.8,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Company Culture",791
M&G Global Services,3.4,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",1.4k
ValueFirst Digital Media,3.6,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",1.1k
Ferring Pharmaceuticals,4.0,"Work Life Balance, Company Culture",Promotions / Appraisal,830
Savills,3.8,"Company Culture, Job Security",Promotions / Appraisal,1.1k
Peerless Hospital,4.2,"Company Culture, Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",497
Sterling Software Private Limited,3.5,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits",1.4k
Edwise International,3.9,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",434
ThinkPalm Technologies,3.9,"Job Security, Company Culture, Work Life Balance",,1.5k
VISION,3.8,,"Promotions / Appraisal, Job Security",647
Conviction HR,4.0,"Skill Development / Learning, Salary & Benefits, Company Culture",,417
Narayana Medical College & Hospital,3.8,"Work Life Balance, Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",506
Maya Academy of Advanced Cinematics,2.9,,"Promotions / Appraisal, Company Culture, Salary & Benefits",574
Lynk,3.2,,"Promotions / Appraisal, Job Security, Company Culture",961
bloom Hotel Group,4.1,"Work Life Balance, Job Security, Company Culture",,661
Gowtham Model School,3.8,Skill Development / Learning,Promotions / Appraisal,538
NaviSite,3.9,"Salary & Benefits, Work Life Balance, Work Satisfaction",Promotions / Appraisal,1.4k
"CAMP Systems International, Inc.",3.9,"Job Security, Work Life Balance","Promotions / Appraisal, Skill Development / Learning",899
MRCC Solutions,2.9,,"Promotions / Appraisal, Job Security, Work Satisfaction",921
Da Milano Leathers,2.7,,"Job Security, Promotions / Appraisal, Work Satisfaction",570
Wyzmindz Solutions,3.4,,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",617
Ranjit Buildcon,4.3,"Salary & Benefits, Work Life Balance, Work Satisfaction",,523
Nisa Industrial Services,3.6,,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",463
Mepro Pharmaceuticals,3.7,"Job Security, Work Life Balance",Promotions / Appraisal,845
Inmakes Infotech,3.9,"Skill Development / Learning, Company Culture, Work Satisfaction",,406
RC Plasto Tanks And Pipes,3.7,,"Promotions / Appraisal, Company Culture, Work Satisfaction",670
Inox Green Energy Services,4.0,"Work Life Balance, Job Security, Work Satisfaction",Promotions / Appraisal,493
John Cockerill,3.2,,"Promotions / Appraisal, Job Security, Skill Development / Learning",836
SEW Infrastructure,3.4,,"Promotions / Appraisal, Salary & Benefits, Job Security",507
Orange Health Labs,3.9,"Salary & Benefits, Work Life Balance, Company Culture",,516
CPA Global,3.8,"Company Culture, Work Life Balance",Promotions / Appraisal,862
SSK Group,3.5,,"Job Security, Promotions / Appraisal, Salary & Benefits",490
Xrbia Developers,2.9,,"Job Security, Company Culture, Promotions / Appraisal",853
Smiiel - A Unit Of Motherson Sumi System,3.6,Job Security,"Promotions / Appraisal, Company Culture, Work Life Balance",431
Ray Engineering,4.1,"Skill Development / Learning, Job Security, Work Satisfaction",Salary & Benefits,535
SKYMAP PHARMACEUTICALS,3.9,"Work Life Balance, Job Security",,570
Srijan Realty,3.8,Salary & Benefits,"Work Satisfaction, Company Culture, Promotions / Appraisal",762
Indian Terrain Fashions,4.3,"Work Life Balance, Company Culture, Work Satisfaction",,548
Katyayani Organics,3.9,"Skill Development / Learning, Company Culture, Work Satisfaction",,135
Vignesh Polymers,3.4,,"Job Security, Promotions / Appraisal, Company Culture",957
Claris Lifesciences Ahmedabad,3.3,,"Promotions / Appraisal, Work Satisfaction, Job Security",385
Indian Terrain Fashions,4.3,"Work Life Balance, Company Culture, Work Satisfaction",,548
Allahabad Bank,4.3,"Job Security, Promotions / Appraisal, Skill Development / Learning",,320
The Millennium School,4.0,"Work Life Balance, Skill Development / Learning, Company Culture",,556
Safdarjung Hospital,4.4,"Skill Development / Learning, Work Satisfaction, Work Life Balance",,701
MasterSoft ERP Solutions,2.6,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",935
Jamboree Education,3.4,,"Promotions / Appraisal, Company Culture, Work Life Balance",650
Nahar Industrial Enterprises,3.8,Work Life Balance,Promotions / Appraisal,665
Claris Lifesciences Ahmedabad,3.3,,"Promotions / Appraisal, Work Satisfaction, Job Security",385
SKYMAP PHARMACEUTICALS,3.9,"Work Life Balance, Job Security",,570
Brose India Automotive Systems,3.6,"Work Life Balance, Job Security","Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",1k
Sellcraft Global Solutions,3.4,,"Job Security, Promotions / Appraisal, Skill Development / Learning",1k
UMSL,3.7,,"Job Security, Promotions / Appraisal, Skill Development / Learning",597
SmartQ - Bottle Lab Technologies,4.1,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,919
Atlassian,3.1,Salary & Benefits,"Job Security, Promotions / Appraisal, Company Culture",4.2k
Electronics Mart India,3.4,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",649
Lepton Software Export & Research,3.6,,"Promotions / Appraisal, Job Security, Company Culture",722
Wonderchef Home Appliances,3.9,Work Life Balance,Promotions / Appraisal,686
Bry-Air (Asia),3.8,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Company Culture",730
Moneyboxx Finance,3.7,Salary & Benefits,,501
Jar,4.4,"Company Culture, Work Life Balance, Skill Development / Learning",,415
Moneyboxx Finance,3.7,Salary & Benefits,,501
Salzer Electronics,3.9,Job Security,"Promotions / Appraisal, Salary & Benefits",842
Impressions Services,3.9,"Company Culture, Skill Development / Learning, Salary & Benefits",,698
iNeuron.ai,4.1,"Work Life Balance, Skill Development / Learning, Company Culture",,774
D.B ENGINEERING,4.2,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,352
Ingenero Technologies,4.3,"Job Security, Company Culture, Work Life Balance",,908
Bajaj Electronics,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",587
UTILITY PROJECTS AND SERVICES,3.9,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal,808
Jar,4.4,"Company Culture, Work Life Balance, Skill Development / Learning",,415
Kriya It,3.3,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",823
Alliant Talent,2.2,,"Job Security, Work Satisfaction, Promotions / Appraisal",872
OM Careers,2.4,,"Work Life Balance, Job Security, Company Culture",342
Ascolite - Aswani Industries Pvt. Ltd.,3.9,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal,406
Naxnova,4.4,"Company Culture, Work Life Balance, Work Satisfaction",,571
Way.com,4.1,"Salary & Benefits, Skill Development / Learning, Work Satisfaction",,488
Graphite India,3.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction",697
Bharat Petroleum Mumbai Refinery,4.3,"Skill Development / Learning, Salary & Benefits, Company Culture",,669
SPX Flow Technology,4.5,"Company Culture, Work Life Balance, Salary & Benefits",,971
Croma Campus,3.9,"Company Culture, Work Life Balance, Work Satisfaction",,446
Ruparel Realty,3.9,"Work Life Balance, Job Security, Salary & Benefits",,681
Crio.Do,2.9,,"Job Security, Work Satisfaction, Work Life Balance",906
Coverfox,3.7,Work Life Balance,"Job Security, Promotions / Appraisal, Work Satisfaction",642
General Diagnostics International Private Limited,3.1,,"Promotions / Appraisal, Work Satisfaction, Job Security",539
Varsity Education Management,3.7,Work Life Balance,"Promotions / Appraisal, Company Culture, Skill Development / Learning",1k
Imerys,3.7,Work Life Balance,Promotions / Appraisal,733
Rosmerta Safety Systems,3.4,,"Promotions / Appraisal, Job Security, Skill Development / Learning",729
Facebook,4.4,"Company Culture, Salary & Benefits, Work Life Balance",,1.2k
Omega,3.9,"Job Security, Company Culture, Work Life Balance",,722
Deshpande Foundation,4.0,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,552
Federal Mogul Powertrain,3.7,Company Culture,"Promotions / Appraisal, Job Security",536
Best Value Chem,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",861
Steadfast Medishield,3.9,Salary & Benefits,,402
Fraazo,3.4,,"Job Security, Promotions / Appraisal, Company Culture",660
Synergy Property Development Services,3.9,,,501
Harvest Gold Industries,3.8,Salary & Benefits,"Work Satisfaction, Promotions / Appraisal",560
Gsa Industries,4.0,"Skill Development / Learning, Salary & Benefits, Work Life Balance",,566
Best Corporation,3.8,Work Life Balance,Promotions / Appraisal,823
ART Housing Finance (India),3.7,Work Life Balance,"Job Security, Promotions / Appraisal",547
MUFG Intime India,3.5,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",727
Innovel Energy Services,3.2,,"Promotions / Appraisal, Company Culture, Work Satisfaction",396
Kepler Healthcare,3.5,,"Job Security, Salary & Benefits, Work Satisfaction",389
iQuanti,3.9,"Company Culture, Skill Development / Learning",Work Life Balance,1.1k
KRG Technologies,4.3,"Company Culture, Work Life Balance, Work Satisfaction",,608
CleanMax Enviro Energy Solutions,4.4,"Work Life Balance, Job Security, Salary & Benefits",,820
BVC Logistics,3.6,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",632
Neelachal Ispat Nigam,4.2,"Skill Development / Learning, Work Life Balance, Work Satisfaction",,525
MyGlamm,3.5,,"Job Security, Promotions / Appraisal, Company Culture",759
Carryfast group,3.5,,"Promotions / Appraisal, Work Satisfaction, Company Culture",579
Motwane Manufacturing Company,3.7,Work Life Balance,"Job Security, Promotions / Appraisal",709
Rain Carbon,4.1,"Job Security, Work Life Balance",,553
Konstelec Engineers,3.5,,"Promotions / Appraisal, Salary & Benefits, Company Culture",625
Qualsquad Infotech,3.1,,"Promotions / Appraisal, Skill Development / Learning, Job Security",692
Alexander Mann Solutions,3.1,,"Promotions / Appraisal, Job Security, Company Culture",667
Azmeel Contracting,4.2,"Company Culture, Work Life Balance, Work Satisfaction",,247
Podar Jumbo Kids,4.0,"Skill Development / Learning, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",430
NNE,3.6,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning",1.1k
Technocraft Industries,3.6,,Promotions / Appraisal,819
Scribe EMR,3.9,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal,565
Sahyadri Farms,3.7,,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",809
iBall,4.1,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,456
MiM-Essay,4.3,"Skill Development / Learning, Salary & Benefits, Company Culture",,243
Lilac Insights,3.2,,"Promotions / Appraisal, Job Security, Work Life Balance",570
Oceanic Pharmachem,4.1,"Salary & Benefits, Company Culture, Work Life Balance",,126
Okinawa Autotech,3.5,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",593
TerraCIS Technologies,3.7,,"Promotions / Appraisal, Job Security, Company Culture",468
Bose,3.5,,"Promotions / Appraisal, Work Satisfaction, Company Culture",532
Ardex Endura,4.0,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,534
Real Estate Group,4.3,"Skill Development / Learning, Company Culture, Work Satisfaction",,2.5k
Grupo Bimbo,3.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction",821
Ajanta Shoes,3.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction",581
Lapp India,4.1,"Work Life Balance, Work Satisfaction, Company Culture",Promotions / Appraisal,851
The House of Abhinandan Lodha,2.9,,"Company Culture, Work Life Balance, Work Satisfaction",684
Nina Percept,4.1,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,583
Metayb,3.9,"Company Culture, Work Life Balance, Work Satisfaction",,326
HP Computing and Printing Systems,3.8,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",931
Nirvasa Healthcare,3.2,,"Job Security, Promotions / Appraisal, Company Culture",420
Zebra Technologies,3.6,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",1.8k
Kumar Properties,4.2,"Work Life Balance, Job Security, Company Culture",,850
Super Auto India,3.7,,"Promotions / Appraisal, Company Culture, Salary & Benefits",669
SHARON BIO MEDICINE,4.0,"Company Culture, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",631
Ultratech India,3.9,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,803
P C CHANDRA JEWELLERS,3.7,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",530
Intellect Bizware Services,3.9,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,974
Continental Tyres,3.4,,"Promotions / Appraisal, Job Security, Work Satisfaction",587
Mythri Infrastructure and Mining,3.3,,"Promotions / Appraisal, Job Security, Company Culture",572
Simple Energy,3.9,"Work Life Balance, Company Culture, Skill Development / Learning",Job Security,701
Jindal Industries Private Limited,3.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.7k
Greaves Electric Mobility,3.3,,"Promotions / Appraisal, Job Security, Skill Development / Learning",778
Ashley Global Capability Center,3.9,"Work Life Balance, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,429
Apollo Supply Chain,3.8,Skill Development / Learning,Promotions / Appraisal,606
ONKAR DIES,3.7,,"Company Culture, Work Satisfaction, Job Security",695
BYD Electronics,3.5,,"Company Culture, Promotions / Appraisal, Work Life Balance",813
CI Infotech,3.7,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",707
Atidan Technologies,4.3,"Work Life Balance, Company Culture, Work Satisfaction",,476
Vanesa Care,4.2,"Salary & Benefits, Work Life Balance, Company Culture",,570
Newfold Digital,3.7,"Work Life Balance, Company Culture","Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",1.1k
DCW,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",679
Abu Dhabi Oil Refining Company,4.4,"Company Culture, Work Life Balance, Work Satisfaction",,551
Thinksys Software,3.7,Work Life Balance,,979
Honeywell Uop,3.4,,"Job Security, Promotions / Appraisal, Company Culture",731
West Bengal State Electricity Distribution Company,3.1,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",430
Satvat Infosol,3.2,,"Promotions / Appraisal, Company Culture, Salary & Benefits",766
SEED Infotech,4.0,"Work Life Balance, Company Culture, Work Satisfaction",,510
Jivo Wellness,3.1,,"Promotions / Appraisal, Company Culture, Job Security",460
SMCC Construction India,4.2,"Job Security, Salary & Benefits, Company Culture",,568
KodNest,4.1,"Skill Development / Learning, Company Culture, Work Life Balance",,226
Ellucian Higher Education Systems,3.6,"Company Culture, Work Life Balance","Job Security, Promotions / Appraisal, Work Satisfaction",1.4k
